BLUE,GREEN,RED,NIR,SWIR,Landcover
662.5,1005.5,754.5,3284.0,2559.5,grass
677.5,1020.8333,780.5,3265.0,2574.75,grass
688.0,1051.5,850.6667,3209.3333,2582.0,grass
723.8333,1044.3334,847.0,3123.0,2543.5,grass
712.5,1048.6666,850.0,3074.0,2566.3333,grass
695.0,1044.0,798.0,3233.0,2466.0,grass
680.0,1019.0,753.0,3279.0,2564.0,grass
670.3333,1034.0,768.0,3294.0,2564.0,grass
657.0,1028.0,768.0,3243.3333,2578.5,grass
663.75,1016.5714,782.5,3221.0,2576.25,grass
644.25,1013.75,771.5,3213.0,2567.5,grass
675.25,1036.3334,795.0,3212.4,2574.75,grass
697.5,1047.2,856.3333,3256.0,2560.6667,grass
661.3333,1029.6,792.0,3218.8,2560.6667,grass
661.75,1017.5,833.25,3281.3333,2520.5,grass
711.5,1059.5,869.0,3153.3333,2520.5,grass
723.5,1041.3334,927.5,3057.6667,2551.6667,grass
749.8333,1066.6666,908.5,3024.1667,2551.6667,grass
734.0,1060.0,851.5,3143.0,2585.875,grass
728.6667,1080.0,896.0,3251.5,2602.75,grass
774.0,1048.0,900.0,3174.0,2594.0,grass
697.8,1043.3334,845.3333,3283.0,2595.0,grass
695.0,1045.5,833.0,3278.0,2590.25,grass
710.5,1010.75,810.5,3289.0,2615.8,grass
660.0,1021.0,798.0,3287.5,2615.8,grass
652.5,1028.0,804.75,3222.0,2663.5,grass
656.125,1026.6666,824.0,3161.5,2663.5,grass
662.75,1018.25,784.0,3244.6667,2649.0,grass
677.75,1051.0,809.0,3260.0,2649.0,grass
700.6667,1063.6,817.75,3223.5,2629.3333,grass
677.75,1045.3334,819.0,3268.0,2629.3333,grass
676.3333,1014.4,759.0,3308.0,2631.3333,grass
700.0,1028.0,824.0,3314.6667,2654.0,grass
714.6667,1019.0,868.0,3116.0,2621.0,grass
729.6,1027.0,842.5,3084.1667,2643.1667,grass
693.25,1043.3334,874.0,3177.0,2668.3333,grass
697.0,1073.0,844.0,3320.0,2668.3333,grass
692.3333,1043.0,843.5,3297.0,2636.3333,grass
679.0,1005.3333,796.5,3206.5,2645.0,grass
684.0,1011.25,807.0,3246.0,2681.0,grass
673.75,1010.25,803.0,3270.0,2681.0,grass
709.0,1049.0,832.0,3246.6667,2585.5,grass
710.5,1050.25,820.0,3282.0,2590.25,grass
728.75,1048.0,841.25,3266.25,2615.8,grass
695.6667,1044.0,856.0,3214.0,2615.8,grass
696.25,1046.0,836.0,3247.0,2663.5,grass
693.0,1026.6666,821.0,3209.5,2663.5,grass
688.0,1051.0,828.0,3208.0,2666.3333,grass
719.6,1063.4286,860.6667,3246.0,2666.3333,grass
725.4,1080.0,853.0,3245.0,2629.3333,grass
713.5,1097.3334,878.0,3346.0,2631.0,grass
713.0,1062.3334,822.25,3352.6667,2642.6667,grass
741.6667,1078.6666,843.0,3393.0,2657.5,grass
727.0,1065.6,896.0,3272.6667,2643.5,grass
708.3333,1043.0,863.0,3172.8,2614.0,grass
742.75,1056.5,867.0,3202.0,2659.1667,grass
709.5,1091.0,851.0,3368.0,2668.3333,grass
701.0,1054.8334,831.5,3312.3333,2636.3333,grass
683.5,1022.625,840.0,3223.0,2636.3333,grass
689.75,1040.2,851.0,3253.0,2681.0,grass
714.875,1049.0,870.0,3263.0,2672.5,grass
717.0,1057.0,881.6667,3280.4,2642.6667,grass
711.3333,1091.3334,924.5,3405.0,2670.5,grass
711.0,1066.6666,922.5,3309.5,2662.0,grass
706.5,1059.0,899.5,3384.0,2662.0,grass
732.5,1044.0,878.0,3248.0,2627.0,grass
731.75,1046.5,871.5,3288.0,2629.0,grass
718.875,1052.0,831.75,3252.2,2629.0,grass
712.4,1057.0,845.0,3246.0,2707.5,grass
709.0,1043.5,883.0,3312.2856,2707.5,grass
712.6667,1050.0,865.5,3270.0,2700.6,grass
720.0,1063.3334,919.5,3267.5,2712.55,grass
709.0,1086.0,918.0,3333.3333,2705.75,grass
724.0,1109.7142,844.0,3406.0,2716.0,grass
742.0,1129.0,932.0,3344.0,2711.5,grass
729.0,1095.2,874.5,3380.0,2680.0,grass
716.0,1082.0,852.0,3378.0,2616.0,grass
724.6667,1077.6666,849.0,3434.0,2616.0,grass
727.5,1097.5,900.0,3414.0,2634.0,grass
732.25,1079.0,940.0,3394.0,2608.5,grass
749.0,1059.0,919.25,3294.0,2657.75,grass
717.0,1076.3334,893.5,3286.0,2652.0,grass
731.3333,1070.0,909.5,3262.0,2672.25,grass
732.6667,1060.0,891.5,3238.0,2686.0,grass
714.6667,1044.6666,882.0,3215.6,2732.0,grass
706.0,1060.0,867.0,3212.0,2741.0,grass
730.0,1067.3334,881.0,3270.0,2746.5,grass
