BLUE,GREEN,RED,NIR,SWIR,NDVI,NDBI,REI,BLUE^2,BLUE GREEN,BLUE RED,BLUE NIR,BLUE SWIR,BLUE NDVI,BLUE NDBI,BLUE REI,GREEN^2,GREEN RED,GREEN NIR,GREEN SWIR,GREEN NDVI,GREEN NDBI,GREEN REI,RED^2,RED NIR,RED SWIR,RED NDVI,RED NDBI,RED REI,NIR^2,NIR SWIR,NIR NDVI,NIR NDBI,NIR REI,SWIR^2,SWIR NDVI,SWIR NDBI,SWIR REI,NDVI^2,NDVI NDBI,NDVI REI,NDBI^2,NDBI REI,REI^2,NDVI_binary_non_veg,NDVI_binary_veg,NDVI_categorized_encoded
5.860786223465865,6.297109319933935,5.780743515792329,8.094988759303774,7.588998588771759,0.5991417048145586,-0.28478806021178354,0.002541482781607075,34.34881515716728,36.906011549927314,33.879701958745315,47.4429985996386,44.47749837897542,3.5114414494810173,-1.6690819398967884,0.014895087273618452,39.65358578719883,36.40197386944354,50.97502916097224,47.788753742320125,3.772860813348864,-1.7933415481655288,0.016003994910509533,33.416995595375056,46.79505378075709,43.87005438339948,3.4634845251475217,-1.646286732444343,0.014691660110272951,65.52884301325446,61.43285827047959,4.850045365703952,-2.305356146198314,0.020573274549073362,57.59289958037974,4.546885552311991,-2.161256187046272,0.019287309243003814,0.3589707824480957,-0.17062840390611916,0.0015227083265289094,0.08110423923919045,-0.0007237839514355268,6.459134729205235e-06,0,1,2
5.968707559985366,6.320768294250582,5.942799375126701,8.012239195853393,7.596894438144544,0.5745050922733276,-0.22918587242663252,0.0022244249841619533,35.62546993662646,37.726817502809254,35.47083155779505,47.822712660701214,45.34364126536411,3.4290528875019004,-1.3679434493946832,0.013276942219587778,39.95211182960342,37.56305786939303,50.643507475101906,48.018209499392626,3.631313572126754,-1.4486307959244176,0.014060074912829729,35.31686441300631,47.615130086483205,45.1468195199089,3.414168503369039,-1.3620056594448595,0.013219311405893878,64.19597693156943,60.868135384062356,4.603072218529726,-1.8362920301925205,0.017822625046337966,57.7128051043115,4.36445454017696,-1.7411008795391896,0.016898721790249708,0.3300561010479846,-0.1316684507862056,0.0012779434807810583,0.05252616411995668,-0.0005098067806427555,4.948066510163907e-06,0,1,2
7.071573364211532,7.111240138240993,7.1459844677143876,7.234177179749849,7.431536613908344,0.043156245043644535,0.09387704816694482,0.00012747956973296998,50.00714984542601,50.28765634809694,50.533353422958385,51.15701465630593,52.552656374077,0.3051825529500226,0.6638584333281701,0.000901481129804817,50.56973630372978,50.816811574057255,51.44397112778415,52.84744145763258,0.30689442197012895,0.6675822329843611,0.0009065378330907878,51.06509401281528,51.69531776318629,53.1056452142398,0.30839385676675984,0.6708439280758631,0.0009109670252627167,52.33331946801347,53.7610525828112,0.3121999230584258,0.6791231995515896,0.0009222097942465809,55.227736443860294,0.3207172151606449,0.6976507206582877,0.0009473690899958483,0.0018624614862670936,0.004051380894666692,5.501539549454424e-06,0.00881290017253888,1.1967405708123424e-05,1.6251040699303156e-08,1,0,0
5.897703167293508,6.305362461690656,5.981414211254481,8.085024700473523,7.627057417018934,0.5782621260628559,-0.25508411718594537,0.002435408456570988,34.782902649503875,37.18715616124657,35.27660553860995,47.683075783628944,44.98212068548201,3.4104183724067827,-1.5044104058538184,0.01436331616797211,39.75759577329765,37.714984635467026,50.97901124820749,48.09136153043048,3.6461523026941616,-1.6083978170777602,0.015356133060946686,35.77731596659706,48.359881641755834,45.62058962421094,3.458825298662596,-1.5257637636013168,0.014567186752343048,65.36762440726699,61.66494760852787,4.675263572566524,-2.062361388146851,0.01969033752711854,58.17200484250353,4.410438437568843,-1.9455412079467915,0.018575000132160388,0.3343870864387342,-0.14750548392881144,0.0014083044719281979,0.06506790684053311,-0.0006212340161315963,5.931214350337482e-06,0,1,2
6.999969762969948,7.010612724572219,7.051855622955894,7.113956109566034,7.3613754289773485,0.030593539351787668,0.1161553083581146,9.831505527745167e-05,48.99957668249355,49.0740770918979,49.36277613352086,49.79747766205757,51.52940541671137,0.21415385040474488,0.8130836463152527,0.0006882024141868806,49.148690773933914,49.43782876214074,49.87319122377192,51.607752252741875,0.21447945626934356,0.8143198828020081,0.0006892487775451237,49.72866772701466,50.166591392704674,51.91135671152327,0.21574122250402628,0.8191104643813462,0.0006933035753795171,50.60837152883191,52.3685017077827,0.21764109618489877,0.826323765552736,0.0006994089881533497,54.18984820635144,0.22521052886970133,0.8550628328927121,0.0007237340322179825,0.0009359646500693806,0.0035536019971730104,3.0078055125038973e-06,0.013492055659768689,1.1419815561997482e-05,9.665850094208376e-09,1,0,0
7.2633296174768365,7.275864600546533,7.413005388414942,7.5740450053721995,7.855415483523916,0.07732287431853377,0.13087574598892374,0.00018723881140773923,52.75595713211621,52.8470028459009,53.843101592189626,55.0127854116224,57.05647193906538,0.5616215231462454,0.950593682050725,0.001359977204438992,52.93820568548616,53.93602348922898,55.10772593753386,57.154939439156784,0.5625907640667285,0.9522342073109301,0.0013623242397699782,54.95264888866897,56.14643643692139,58.232237307600954,0.5731948839710221,0.9701826102287169,0.00138800231788598,57.36615774340356,59.49727040810776,0.585646930033313,0.9912587902317685,0.0014181551843546144,61.70755241878727,0.607403304152384,1.0280833614591345,0.0014708386582489691,0.005978826892879769,0.0101196888584459,1.4477843082032268e-05,0.01712846088815729,2.4505019121067275e-05,3.5058372497382936e-08,1,0,0
7.227299324582662,7.29505641646263,7.3987862754199485,7.471363088187097,7.843554477244335,0.035650783147955944,0.16895112295188583,0.00015740544562262208,52.23385552711301,52.723556311492786,53.473243051074064,53.99777740096644,56.6877159757153,0.257658880966065,1.221060336797647,0.0011376162708340097,53.2178481193726,53.974563292537944,54.50401523620133,57.21917241709548,0.2600744743554138,1.2325079735587214,0.0011482816060754688,54.74203834934259,55.27901867555789,58.03278321674407,0.26377252506306925,1.2500332497132012,0.0011646092507490173,55.82126639552463,58.60204340146797,0.2663599452766006,1.2622951837304797,0.0011760332363045,61.52134683749965,0.27962885977741675,1.3251773368647222,0.001234618187755957,0.0012709783390625795,0.0060232398469613245,5.611627408199471e-06,0.028544481946703244,2.6593826796684e-05,2.477647431165624e-08,1,0,0
5.844123959209273,6.231137413488156,5.873993943889501,8.045695102021016,7.555643553136467,0.5854598173450077,-0.2748746739446232,0.002573903404346358,34.15378485060386,36.41553945129143,34.3283487437348,47.020039514213714,44.15611751612991,3.421499745700244,-1.6064016677796094,0.015042210554030861,38.82707346577187,36.60166343037272,50.13383176772156,47.08025322692923,3.64808057195242,-1.7127818648367,0.016038345801527125,34.503804852850536,47.26036430365287,44.38180447331136,3.438987421475229,-1.6146121700793181,0.015119093009287076,64.73320967468497,60.79040432808674,4.7104311848428475,-2.211557817825879,0.02070884201342471,57.08774950205266,4.423525694543262,-2.076855058110181,0.019447496663445564,0.34276319772564984,-0.16092807640038767,0.0015069170169723122,0.07555608637616293,-0.0007075008590346608,6.624978734905771e-06,0,1,2
5.898526551448713,6.259103338308743,5.855071922202427,8.06777619577889,7.553985574688828,0.5895756583645223,-0.28966801851909996,0.0024278170626013487,34.79261547814544,36.9194872292754,34.536297193752866,47.58799210194767,44.557384481562615,3.4776276749509902,-1.7086144983404485,0.014320543405814276,39.17637459962766,36.647500214295,50.497044919727465,47.281176328070934,3.6902149714549566,-1.8130620617141775,0.015195957881331029,34.28186721416322,47.23740987851809,44.22912883908272,3.452007883304125,-1.696027081991195,0.014215043515481128,65.0890127451765,60.94386500273165,4.7565644621639604,-2.3369767444868335,0.01958708470536099,57.062698062606906,4.45364601847327,-2.188148033341977,0.018339695068873993,0.3475994569359599,-0.170781212725545,0.0014313818430718107,0.08390756095278164,-0.0007032609578505943,5.894295689458241e-06,0,1,2
5.924924023299738,6.333279628139691,5.921578419643816,8.023443179363495,7.59729596394797,0.578087353376072,-0.23570945388194742,0.002342343935727927,35.10472468187435,37.52420061503968,35.08490223440094,47.5382912429912,45.01340136891347,3.425123647583654,-1.3965606058240119,0.013878209855624853,40.11043084820922,37.503011971561804,50.81470923539917,48.11579975741957,3.661188858421867,-1.4928138824304695,0.014834719130242226,35.06509097999135,47.511447982157236,44.98798382776136,3.4231895964207566,-1.395772015413369,0.013870373301190056,64.37564045247458,60.956472483544154,4.63825103252154,-1.8912014100606054,0.018793663474839684,57.71890596382012,4.391900716613396,-1.7907544826416992,0.017795480129083784,0.3341849881333515,-0.13626065436033427,0.0013540794065014495,0.0555589466493259,-0.0005521126098941211,5.486575113241396e-06,0,1,2
