BLUE,GREEN,RED,NIR,SWIR,Landcover
1125.3334,1162.0,1363.0,1609.0,2464.0,builtup
1112.6666,1100.0,1274.0,1504.6666,2464.0,builtup
1197.5834,1220.0,1568.6666,1855.3334,2434.6667,builtup
1241.6666,1319.0,1651.5,1897.0,2434.6667,builtup
1210.0,1308.0,1487.0,1826.0,2195.0,builtup
1110.0,1225.0,1262.0,1914.4,2204.0,builtup
755.0,939.5,825.75,2279.25,2145.8333,builtup
808.5,984.5,886.125,2417.5,2145.8333,builtup
614.0,753.0,787.3333,2248.6667,2232.0,builtup
776.6,903.0,939.5,2138.6667,2232.0,builtup
918.0,1012.0,1220.0,1764.0,2408.0,builtup
980.4,1044.8,1397.0,1774.0,2408.0,builtup
963.6667,1050.0,1400.0,1842.0,2341.6667,builtup
1049.4286,1096.0,1363.3334,1671.75,2485.0,builtup
1065.5,1092.0,1305.3334,1588.4,2206.0,builtup
993.5,975.0833,1017.6667,1439.8334,2194.5,builtup
793.0,843.8,974.1667,1419.3334,2298.25,builtup
912.5,976.6667,1187.3334,1465.4,2298.25,builtup
916.75,970.0,1144.0,1369.2,2301.0,builtup
1029.3334,1082.0,1189.0,1383.2,2301.0,builtup
949.6667,1016.1667,1065.3334,1272.5,2231.2,builtup
968.0,982.3333,1005.75,1220.0,2231.2,builtup
992.75,1001.75,1144.3334,1356.0,2370.0,builtup
1041.5,1098.5,1329.0,1528.5,2385.5,builtup
1268.6666,1330.0,1576.0,1752.0,2443.0,builtup
1082.4,1126.5,1439.0,1636.0,2456.5,builtup
979.8,1067.0,1425.3334,1773.0,2453.0,builtup
1130.0,1126.0,1304.0,1620.0,2438.0,builtup
1288.0,1356.0,1463.0,1832.6666,2436.6667,builtup
1321.3334,1417.0,1524.5,1924.0,2436.6667,builtup
1060.0,1185.0,1180.0,1923.6666,2308.6667,builtup
1151.5,1269.5,1359.5,2194.5,2308.6667,builtup
858.6667,964.0,1078.0,2201.0,2405.3333,builtup
876.75,953.0,1094.5,2038.0,2405.3333,builtup
861.5,910.0,1148.0,1667.2858,2567.0,builtup
905.0,964.25,1314.3334,1724.8334,2567.0,builtup
919.0,1014.0,1336.0,1718.5,2312.0,builtup
1127.0,1208.0,1262.0,1410.0,2485.0,builtup
1029.0,1098.0,1202.0,1402.5,2206.0,builtup
926.125,935.5,947.0,1280.0,2194.5,builtup
801.625,824.5,951.0,1226.5,2298.25,builtup
899.5,922.0,1324.0,1481.1428,2298.25,builtup
1029.3334,1098.8,1287.3334,1460.0,2301.0,builtup
1074.0,1141.3334,1252.0,1433.3334,2301.0,builtup
1013.3333,1082.6666,1173.6,1379.0,2231.2,builtup
1112.6666,1134.0,1225.3334,1419.0,2239.6,builtup
1078.0,1078.0,1347.2,1580.0,2382.0,builtup
921.5,992.0,1263.1666,1418.0,2385.5,builtup
1067.0,1130.0,1261.3334,1445.0,2470.0,builtup
1101.8334,1132.0,1378.5,1566.6666,2470.0,builtup
983.5,959.0,1180.6666,1509.0,2438.0,builtup
1079.6,1075.5,1003.6667,1446.0,2417.5,builtup
