BLUE,GREEN,RED,NIR,SWIR,Landcover
392.5,597.0,392.0,3192.5,2012.0,trees
409.75,624.0,387.0,3381.3333,2002.1666,trees
389.0,588.5,396.33334,3219.0,1993.0,trees
377.75,591.0,402.33334,3110.25,1974.3334,trees
385.0,559.0,412.0,2920.0,1974.3334,trees
435.0,620.0,442.0,2904.6667,1965.0,trees
412.0,620.3333,472.0,2793.0,1965.0,trees
391.0,584.0,393.5,2864.8333,1949.6666,trees
374.0,554.5,384.25,2858.6667,1949.6666,trees
411.0,571.5,426.33334,2667.0,1978.0,trees
406.0,586.0,429.0,2739.0,1978.0,trees
390.125,582.5,425.33334,2834.0,1961.3334,trees
388.0,595.0,404.0,2832.5,1961.3334,trees
399.0,594.0,414.0,2890.0,2021.25,trees
392.5,573.5,420.66666,2921.0,2021.25,trees
428.0,641.5,477.33334,2893.3333,1954.25,trees
446.0,564.6667,435.0,2535.0,1947.5,trees
376.2,529.0,366.0,2726.6667,1910.5,trees
344.2,507.33334,354.66666,3119.3333,1910.5,trees
354.33334,525.0,354.75,3138.0,2006.0,trees
374.5,532.0,382.5,3023.6667,2006.0,trees
375.16666,559.75,413.25,2839.0,1986.25,trees
403.5,555.5,435.66666,2796.0,1996.5,trees
373.0,533.5,402.33334,2947.0,2040.0,trees
365.41666,575.0,396.5,3147.0,2046.0,trees
363.2,546.5,395.0,3244.5,2052.0,trees
359.0,557.0,382.5,3118.0,2052.0,trees
408.0,600.25,418.5,3058.6667,2051.8,trees
416.5,628.0,443.0,3013.5,2061.8,trees
395.0,570.0,379.0,3019.0,2084.6667,trees
378.0,560.0,381.66666,3206.0,2084.6667,trees
395.5,574.0,413.33334,3078.0,2097.25,trees
388.66666,565.0,402.0,3133.0,2097.25,trees
381.16666,587.0,411.0,3166.0,2102.75,trees
384.66666,572.0,394.33334,3096.0,2102.75,trees
388.0,596.0,402.0,3088.0,2057.1667,trees
381.0,568.0,399.0,3136.5,2057.1667,trees
383.0,593.0,397.0,3178.0,1993.0,trees
372.0,541.0,354.0,2855.0,1993.0,trees
350.75,519.5,321.33334,3041.5,2005.25,trees
347.5,535.0,329.0,3382.0,2005.25,trees
354.0,524.5,354.66666,3421.6667,1982.5834,trees
361.0,531.5,374.0,3266.0,1978.5,trees
373.5,519.5,389.0,3034.0,1991.0,trees
378.75,517.5,392.5,2943.0,1991.0,trees
368.16666,547.0,369.66666,3267.25,2034.4166,trees
361.0,584.0,364.2,3640.0,2040.5,trees
363.66666,578.5,381.5,3405.5,1961.3334,trees
358.0,548.0,351.16666,3068.5,1961.3334,trees
371.5,573.0,348.5,3184.0,1993.0,trees
349.0,555.0,332.0,3362.0,2005.25,trees
360.3,551.75,350.25,3564.75,2005.25,trees
354.0,534.3333,358.25,3437.75,1982.5834,trees
363.0,540.0,371.0,3302.6667,1978.5,trees
368.75,543.5,376.5,3200.5,1991.0,trees
390.0,555.0,380.0,3016.6667,1991.0,trees
366.5,547.5,377.0,3153.3333,2028.3334,trees
365.0,577.5,388.0,3338.0,2040.5,trees
377.5,574.8333,387.5,3078.6667,1949.6666,trees
353.66666,519.0,364.0,2764.0,1961.3334,trees
