BLUE,GREEN,RED,NIR,SWIR
1664.25,1724.75,1772.0,1862.0,1806.1111
1204.8,1204.0,1282.0,1496.0,2167.5
828.5,1158.0,1076.0,2979.5,3014.0
3772.5,3927.0,3937.3333,3886.0,4601.25
1001.2,1106.0,1231.5,1706.0,2511.0
3963.0,4049.0,4095.0,4049.0,5483.5
1030.0,1094.8572,1135.3334,1197.5,1720.5
858.0,1139.0,1081.0,3110.0,2954.5
814.0,1121.3334,1017.0,3188.0,2981.5
3857.0,4013.3333,4049.0,4054.0,5505.0
923.25,1076.0,993.8333,2084.4,2163.8333
979.5,1057.25,1160.6666,2004.0,2269.5
800.0,977.3333,1910.0,2057.0,2544.75
4043.0,4331.0,4272.0,4188.0,5132.6665
949.6667,1101.0,1057.0,1989.3334,1976.0
349.0,555.0,332.0,3362.0,2005.25
971.0,1026.0,1264.0,1548.0,2244.6
912.5,976.6667,1187.3334,1465.4,2298.25
1510.6666,1572.6666,1605.3334,1928.0,2436.6667
915.75,963.6667,1244.6666,1912.5,2484.0
897.625,1089.0,997.75,2119.5,2143.0
694.5,865.0,1797.0,2056.0,2351.5
732.6667,1060.0,891.5,3238.0,2686.0
1337.0,1384.0,1409.0,1461.0,1863.0
4166.6665,4322.0,4366.6665,4205.3335,5474.5
887.0,1058.0,982.5,1988.3334,2003.0
1156.25,1273.0,1289.0,1367.5,1604.5
1232.0,1356.6666,1447.5,2121.0,2385.375
377.75,591.0,402.33334,3110.25,1974.3334
770.75,890.0,1879.0,2182.0,3669.5
4037.0,4219.0,4188.0,4097.8335,5103.6665
688.0,1032.0,881.3333,3476.0,2868.0
364.5,549.75,380.25,3078.0,1983.5416
903.5,1070.3334,974.875,2113.5,2112.75
652.5,1028.0,804.75,3222.0,2663.5
624.25,936.25,682.5,3501.3333,2547.0
1258.0,1335.2,1400.4,1496.0,1799.5
1477.3334,1556.5,1566.0,1654.6666,1846.5
1086.0,1093.3334,1336.8,1656.0,2232.2
385.75,542.0,363.0,3243.3333,1982.875
719.6,1063.4286,860.6667,3246.0,2666.3333
918.0,1012.0,1220.0,1764.0,2408.0
1014.0,1019.5,1001.5,1209.5,1592.5
1013.8333,1114.0,1244.5,1545.0,2045.0
938.0,1045.6666,980.0,1803.0,2268.5
788.2,954.0,2340.0,2618.0,3189.0
969.6667,985.3333,1131.5,1495.0,2429.0
685.75,987.5,817.0,3499.1667,2728.5
712.5,1048.6666,850.0,3074.0,2566.3333
1242.0,1286.0,1343.75,1490.0,1802.0
910.0833,1078.1666,1002.3333,2073.0,2077.0
652.6,734.0,1848.6666,2149.0,3498.0
1206.0,1265.0,1498.0,1638.0,2318.25
780.3,1129.0,1003.25,3286.0,2975.25
806.8333,1070.0,1001.6667,2970.0,2501.6667
983.0,1111.5,1063.0,2108.5,2094.9666
1283.0,1401.2,1654.0,1848.0,2514.25
900.0,939.6667,1101.3334,1416.0,2226.0
968.0,1060.0,1149.0,1607.5,2118.0
776.3333,915.0,2218.0,2439.7144,3986.25
835.0,922.0,1169.0,1879.0,2356.5
968.5,1252.0,1289.0,2774.0,2943.1667
1142.0,1241.3334,1369.0,1656.0,2490.0
900.25,1190.0,1174.0,2982.0,3026.0
1172.0,1160.5,1436.6666,1682.0,2322.5
397.2,597.5,390.0,3441.0,2087.6667
1156.25,1273.0,1289.0,1367.5,1604.5
1029.3334,1082.0,1189.0,1383.2,2301.0
1516.4,1640.0,1651.5,1730.0,1771.0
983.8,1138.0,1118.0,2167.0,2104.0
380.0,551.5,371.33334,3004.5,2006.625
763.0,1124.0,913.0,3412.6667,2723.0
631.75,771.5,691.5,2292.0,2169.25
1272.0,1351.3334,1338.6666,1440.0,1688.3334
808.5,805.5,843.6667,1108.0,2139.2
406.0,586.0,429.0,2739.0,1978.0
1177.3334,1255.5,1288.6666,1427.0,1833.0
362.0,459.33334,330.75,2371.0,1656.8
749.5,1040.6666,885.5,3305.6667,2892.0
698.5,1046.0,917.6667,3342.0,2829.25
4204.0,4419.0,4368.0,4236.5,5530.0
1003.0,1068.0,1288.0,1514.0,2135.0
921.5,1074.5,951.8333,2069.0,2027.75
1096.5,1169.0,1418.0,1703.2,2279.0
1123.6,1190.8,1577.3334,1785.0,2264.3333
873.5,997.0,1038.0,2092.0,2391.75
932.0,1090.6666,1050.6666,2068.0,2151.2
1420.0,1517.6666,1512.5,1605.0,1867.625
1324.0,1497.5,1650.5,1860.0,2354.5
683.5,1022.625,840.0,3223.0,2636.3333
1230.0,1279.0,1303.0,1363.0,1799.25
644.25,1013.75,771.5,3213.0,2567.5
418.75,530.0,397.66666,2568.0,1818.5
689.75,1040.2,851.0,3253.0,2681.0
1288.8,1369.0,1394.0,1508.0,1779.0
1538.0,1766.0,1847.0,2024.0,1925.0
3301.3333,3436.0,3512.0,3526.6667,5079.0
3019.2,3128.5,3180.0,3100.4,5243.0
946.0,1098.0,1080.0,2134.0,2166.5
1978.0,2420.0,2380.6667,2646.0,2568.0
782.0,1037.5,902.3333,3191.0,2750.5
1048.0,1104.0,1131.6,1398.5,2321.5
730.0,1067.3334,881.0,3270.0,2746.5
665.5,1031.5,923.1667,3357.3333,3152.6667
998.75,1113.6,1251.0,1812.5,2231.8
1416.5,1469.8334,1467.3334,1559.0,1803.6666
1073.0,1173.5,1116.0,1766.0,1926.3334
747.5,1107.2,909.0,3413.0,2748.0
701.3333,1060.0,952.5,3385.3333,2998.0
1349.3334,1409.0,1498.6666,1778.0,2666.0
962.6667,1092.6666,1035.0,1876.0,1945.8
1009.0,1034.5,1166.0,1305.0,2104.0
765.3333,1049.0,929.5,3255.3333,2886.75
2224.8333,2755.0,2650.0,3014.0,2555.0
1008.0,1135.5,1183.8334,1407.5,2102.0
1111.5,1166.5,1472.6666,1885.3334,2624.9583
386.0,580.0,347.25,3170.0,1878.1428
1637.3334,1977.0,1971.3334,2468.6667,2419.0
418.6,596.5,444.0,2602.0,1993.0
796.5,1109.75,920.3333,3247.625,2822.0
704.75,977.0,808.0,3429.0,2884.5
1325.0,1448.0,1508.6666,1624.0,1790.0
994.125,1068.0,1206.0,1544.5,2365.5
811.5,907.25,1717.3334,2126.0,2310.6667
708.75,983.0,866.75,3343.6667,2696.0
732.25,1079.0,940.0,3394.0,2608.5
1291.0,1401.5,1493.5,1572.5,1749.75
3806.3333,4017.6667,4014.0,3967.0,5274.375
674.0,1007.0,825.0,3534.0,2664.8
1524.6666,1603.5,1636.0,1687.0,1672.4
1031.6,1063.0,1294.0,1448.8,2130.0
953.0,1090.0,995.0,2022.3334,2020.3334
1329.3334,1420.6,1614.25,1853.0,2635.0
926.125,938.75,1175.5,1422.5,2280.0
3799.3333,3960.0,3977.6667,3949.0,5023.0
984.5,1108.0,1216.0,1597.55,2135.0
336.0,470.75,308.25,2414.0,1704.5834
975.25,1070.5,1092.6666,1670.75,2321.5
1181.0,1230.5,1286.6666,1680.5,2207.375
774.0,1048.0,900.0,3174.0,2594.0
1048.0,1058.0,1058.6666,1327.6666,2167.5
944.5833,1209.3334,1189.0,2803.3333,2958.1428
1143.6,1160.0,1337.0,1492.6666,2279.0
645.2,872.0,1385.3334,2918.0,2337.3333
3854.0,4053.0,4044.5,3940.0,5079.0
743.0,1030.0,912.8333,3374.5,2945.4167
969.0,1147.3334,1092.0,2298.0,2167.5
726.5,1010.0,853.0,3286.0,2750.5
3401.0,3584.0,3600.0,3707.0,4979.3335
1288.6666,1433.5,1559.5,1816.0,2519.5
1006.3333,1156.5,1112.0,2234.0,2176.75
1374.5,1489.0,1559.0,1704.6666,1825.3334
789.25,1088.0,934.5,3224.0,2930.75
935.2857,1082.0,1036.0,1848.75,1879.5
432.5,633.6667,444.6,2683.3333,2006.25
656.125,1026.6666,824.0,3161.5,2663.5
379.0,599.0,391.0,3117.0,2002.1666
1009.5,1171.2,1093.2,2052.0,2115.0
1325.5,1424.0,1662.1666,1897.0,2655.5
1593.3334,1678.75,1702.0,1800.0,1853.5
680.0,1019.0,753.0,3279.0,2564.0
1020.0,1170.0,1139.0,2089.0,2197.2
1091.3334,1163.5,1278.0,1754.0,2262.0
934.0,1006.0,1271.0,1454.0,2135.0
788.5,920.5833,2209.0,2508.5,2951.5
328.0,474.0,306.0,2315.3333,1665.0
969.25,1030.0,1368.5,1702.6666,2453.0
803.375,1096.0,973.5,3206.6667,2902.0
751.25,858.6667,1881.0,2231.3333,2926.5
947.0,1108.0,1040.0,2106.6667,2044.7
1144.5,1269.0,1368.0,1781.0,2354.5
1374.5,1457.0,1680.5,1906.5,2525.4583
1661.0,1800.0,1826.0,1870.0,1911.0
894.1667,1047.0,989.0,2061.6667,1968.5
955.1667,1123.0,1081.0,2037.2,2169.3333
388.25,531.0,355.0,3024.0,1925.5
2313.2,2900.0,2852.0,3048.0,2449.3333
956.5,1036.0,1178.0,1367.0,2198.0
905.6667,981.0,1160.0,1380.8,2124.5
1207.5,1310.0,1335.0,1415.5,1799.5
940.75,1096.5,1011.75,1976.0,2063.25
401.0,591.5,396.0,3339.3333,1970.0
377.5,509.0,374.5,2724.0,1754.6
1072.3334,1165.0,1303.0,1808.0,2199.5
363.0,557.0,397.25,2792.0,2040.0
893.8333,1054.0,1225.0,2071.3333,2391.75
1529.0,1749.0,1850.0,1961.0,1960.5
1023.25,980.5,1018.5,1470.0,2299.75
402.5,528.375,372.5,2580.4,1765.25
1325.5,1424.0,1662.1666,1897.0,2655.5
992.5417,1085.6666,1229.0,1839.1666,2275.0
1118.5,1068.0,1122.0,1482.0,2299.75
354.0,524.5,354.66666,3421.6667,1982.5834
3864.6667,4060.0,4017.0,4048.5,5274.375
1150.3334,1249.5,1327.5,1711.0,2412.5
717.0,1076.3334,893.5,3286.0,2652.0
1025.0,1113.0,1222.8334,1916.2667,2228.0
837.5,981.2,1130.0,2092.0,2118.6667
4239.0,4400.0,4414.0,4256.3335,5103.6665
1175.5,1286.3334,1289.2,1428.0,1724.2
853.3333,950.7,1097.0,2138.5,2339.25
1018.6,1050.0,1069.0,1100.5,1393.0416
3815.3333,4012.5,4071.0,3949.0,5287.75
1175.0,1180.3334,1367.0,1525.4,2332.8333
904.8,1049.0,1050.0,1749.0,2085.25
843.0,937.8333,1008.75,1500.5,2120.0
404.5,596.0,411.2,3012.0,1831.25
1516.0,1525.3334,1618.6666,1735.0,1923.5
1166.0,1229.0,1482.0,1748.0,2410.3333
1059.0,996.0,1242.6666,1830.6666,2484.0
420.5,579.5,426.0,3050.5,1919.5
1155.5,1272.5,1361.0,1468.5,1701.5
976.75,1165.0,1127.5,2083.5,2203.5
1191.3334,1300.0,1337.0,1473.0,1804.0
358.91666,501.0,344.375,2938.5,1928.0
818.0,891.0,1005.6667,1278.0,2282.1667
938.5,1032.0,1152.6666,1674.0,2407.25
728.75,1048.0,841.25,3266.25,2615.8
688.0,1051.5,850.6667,3209.3333,2582.0
365.41666,575.0,396.5,3147.0,2046.0
369.5,554.0,346.5,3295.0,1943.125
709.3333,994.0,843.5,3181.6667,2641.6667
365.0,529.6,363.0,2574.0,1765.25
740.7917,1090.8,948.5,3441.0,2703.6
843.6667,1009.0,1843.1666,2039.5,2560.0417
1278.5,1394.25,1433.0,1600.5,1742.5
723.5,891.6667,1932.8,2196.0,2390.5
1030.0,1076.5,1084.0,1178.0,1447.2
1120.75,1245.3334,1422.0,1688.0,2570.125
741.6667,1078.6666,843.0,3393.0,2657.5
936.0,1074.0,1036.0,2424.0,2169.25
1251.5,1288.0,1306.0,1432.5,1799.25
363.5,521.75,348.0,3189.0,1907.3334
4165.0,4417.0,4360.0,4216.4,5474.5
889.0,1187.0,1136.0,3063.5,2747.0
822.8,937.3333,2030.1666,2491.75,2490.0
713.0,1062.3334,822.25,3352.6667,2642.6667
861.75,1141.6,1112.6666,2674.25,2724.5
798.3333,974.0,1972.0,2130.0,2541.75
964.7143,1020.0,1234.5,1385.0,2423.0
1095.5,1161.3334,1291.0,1546.0,2409.0
1287.6666,1289.3334,1343.5,1737.1666,2539.0
1057.0,1190.6666,1134.5,1704.6666,2016.875
4043.0,4331.0,4272.0,4188.0,5132.6665
1346.6666,1482.0,1493.5,1590.0,1769.25
890.0,1033.5,922.0,2173.0,1963.0
919.0,931.5,1092.0,1318.5,2130.0
887.4,923.0,1130.0,1462.0,2225.0
1337.0,1446.0,1480.0,1582.0,1739.3334
3598.6667,3862.5,3851.0,3826.5,5483.5
1173.5,1129.0,1207.0,1460.8,2392.3333
993.5,1085.2,1168.0,1656.5,2184.0
802.5,1069.0,919.2,3306.6667,2889.0
1207.6,1336.0,1376.0,1470.0,1499.5
1208.6666,1318.4,1333.0,1462.0,1813.4
390.5,593.0,394.5,2774.0,2011.3334
1219.5,1300.0,1360.0,1461.3334,1833.0
962.5,1064.0,1237.0,2119.0,2506.25
924.0,977.5,1052.6666,1302.0,2139.2
358.16666,538.5,386.0,3034.0,2052.0
1206.0,1251.0,1408.6666,1887.0,2506.5
947.0,1092.0,1049.2,1911.5,2053.0
925.6667,968.25,1084.0,1386.0,2103.5
1523.5,1653.0,1704.0,1761.0,1953.875
678.0,1041.0,910.1667,3296.0,3049.6667
1177.5,1297.0,1416.0,1711.0,2635.0
558.0,901.0,635.0,3306.8,2332.0
377.25,620.5,455.0,2928.0,1965.0
376.5,525.0,340.5,3141.0,1897.0
361.0,584.0,364.2,3640.0,2040.5
1276.0,1306.6666,1404.0,1894.0,2119.3333
785.0,1118.0,971.8333,3226.0,2981.5
936.25,1092.0,1028.0,2288.5,2115.0
1126.6666,1258.6666,1384.0,1854.0,2498.5
955.25,1226.0,1232.0,2857.0,2994.0
720.1667,1052.75,894.0,3248.0,2746.5
1556.4,1733.2,1782.6666,2070.8,2488.2
697.0,1062.6666,786.0,3228.0,2576.25
695.0,1044.0,798.0,3233.0,2466.0
1732.0,1878.4,1910.5,1946.5,1846.5
859.0,888.6667,1003.5,1238.6666,2273.6667
731.0,1036.0,862.0,3432.0,2625.0
951.6,1001.25,1007.5,1093.0,1439.25
887.0,929.75,1059.2,1267.25,2423.0
742.5,1032.0,872.6667,3268.0,2909.0
1476.5,1643.0,1668.0,1820.0,1811.5
1192.0,1263.5,1246.1428,1440.3334,1742.5
383.0,554.6667,364.25,2951.0,2006.125
1292.0,1464.0,1509.0,1645.5,1806.25
1398.6666,1601.5,1619.0,1698.0,1773.0
1003.6,1161.0,1122.6666,2073.8333,2185.0
1427.0,1495.1428,1556.0,2297.0,2441.0
1004.3333,1109.0,1150.0,1920.0,2379.3333
726.8333,1039.3,1021.5,3218.6667,2858.0
388.0,596.0,402.0,3088.0,2057.1667
981.0,1021.0,1099.0,1335.0,2166.5
894.0,1190.0,1154.0,3009.0,2994.0
2918.0,3112.0,3091.0,3032.5,4741.5
746.6667,1092.0,879.0,3479.3333,2700.6
924.5,1065.0,995.5,1990.0,2070.0
1183.6,1268.6666,1302.6666,1448.0,1803.5
994.6667,1165.0,1099.0,2073.0,2115.0
869.2,908.0,1077.0,1354.6666,2273.6667
1206.0,1284.6666,1384.0,1623.0,2235.6667
768.0,1074.0,994.0,3340.25,2959.3333
686.5,1004.2,905.5,3390.5,2857.5
1353.3334,1455.0,1448.0,1528.8,1642.1428
1112.0,1131.0,1332.0,1524.0,2254.0
1454.0,1596.0,1656.0,1751.0,1813.4
1604.0,1652.5,1684.0,1833.0,1962.4
713.75,1079.0,886.5,3321.5,2584.5
1543.3334,1643.3334,1676.0,1734.6666,1803.6666
396.75,627.5,365.0,3159.3333,1878.1428
1106.0,1214.3334,1597.6666,1963.3334,2511.0
363.66666,578.5,381.5,3405.5,1961.3334
920.0,980.3333,992.25,1525.5,2212.3333
1170.5,1206.0,1259.0,1295.5,1806.1111
669.0,722.3333,1831.2,2182.6667,3114.75
859.0,984.0,1224.0,1965.0,2339.25
1096.4,1121.0,1114.6666,1181.0,1561.5
3462.0,3628.0,3626.0,3628.3333,4997.0
1070.7,999.5,1175.3334,1399.5,2280.0
693.75,1026.8,958.7,3293.6667,2944.7144
923.0,950.0,1198.0,1557.2,2239.3333
1174.0,1305.0,1442.0,1698.0,2271.5
710.0,1013.0,890.3333,3510.5,2741.0
386.66666,518.5,365.0,2953.3333,1879.6666
354.33334,525.0,354.75,3138.0,2006.0
758.2,1095.6,988.0,3379.0,2728.0
646.0,949.0,726.0,3446.5,2547.0
747.3333,1075.0,937.5,3364.5,2695.5
719.375,1058.8,902.0,3374.2856,2677.8
721.0,1092.0,906.0,3348.0,2715.0
741.5,859.0,844.75,1736.6666,2207.5417
1223.5,1270.6666,1336.4,1398.6666,1766.0
758.0,1068.0,901.0,3346.6667,2871.0
3950.0,4241.0,4170.6665,3982.8,5584.0
1078.0,1155.0,1227.0,1613.0,2254.25
395.5,574.0,413.33334,3078.0,2097.25
661.3333,1029.6,792.0,3218.8,2560.6667
971.5,1076.0,1204.5,2019.5,2497.0
1246.0,1222.0,1417.5,1687.3334,2545.0
1007.1667,1156.0,1124.0,1952.5,2055.8333
938.2,1061.0,996.6667,2016.0,2020.3334
1480.0,1660.0,1720.0,1767.0,1779.0
1174.5,1212.0,1273.0,1431.3334,2341.0
993.0,1187.0,1106.0,2320.0,2197.4
957.5,1098.5,1039.8334,2214.6667,2084.8
3706.0,3876.0,3920.0,3852.0,4829.5
1865.0,2261.0,2203.0,2576.0,2568.0
1189.3334,987.6667,988.5,1549.6666,2299.75
1082.4,1126.5,1439.0,1636.0,2456.5
730.25,1091.0,970.5,3203.0,3036.1667
1111.0,1162.4,1563.0,1781.5,2264.3333
1002.5,1155.0,1115.3334,2217.5,2169.3333
1249.6666,1382.0,1447.0,1833.3334,2032.6666
383.5,550.1667,372.5,2679.0,1883.5
887.4,947.0,1020.0,1226.0,2135.0
416.5,628.0,443.0,3013.5,2061.8
352.66666,528.0,329.5,2945.0,1930.3334
388.66666,565.0,402.0,3133.0,2097.25
1090.0,1144.0,1269.0,1956.0,2308.6667
922.2,1003.0,963.0,1232.0,1480.0
1067.0,1130.0,1261.3334,1445.0,2470.0
4073.0,4201.6,4180.0,4114.0,4973.0
692.3333,1043.0,843.5,3297.0,2636.3333
1170.5,1206.0,1259.0,1295.5,1806.1111
379.66666,571.0,362.2,2866.0,1864.0
951.75,1002.0,1019.0,1586.0,2360.3333
803.5,945.0,2358.0,2644.8,3986.25
361.0,549.5,345.66666,3008.0,1916.5
795.6667,933.5,1051.3334,1942.0,2351.0
1037.0,1074.0,1116.0,1766.5,2276.0
736.5,1067.2,928.5,3374.0,2711.0
1160.0,1258.0,1349.0,2090.6667,2405.3333
1001.75,1138.0,1091.0,1878.0,2053.0
357.0,497.0,339.75,2570.0,1656.8
371.5,577.6667,349.0,2954.0,1972.0
803.375,1096.0,973.5,3206.6667,2902.0
740.6667,1090.0,874.0,3338.0,2694.0
3799.3333,3960.0,3977.6667,3949.0,5023.0
708.75,1043.0,864.4167,3413.0,2805.8
1224.5,1318.0,1422.0,2106.0,2506.5
1446.0,1610.0,1616.0,1738.0,1781.8
3568.3333,3766.0,3820.8572,3604.6667,4861.8335
1130.0,1158.4,1163.5,1222.4286,1744.75
731.0,1097.2,924.0,3394.0,2776.0
383.0,500.33334,362.5,2486.0,1656.8
353.66666,547.5,355.33334,3107.0,1962.0
775.5,869.0,914.0,1866.0,2120.0
1031.5,1132.3334,1151.8334,2129.3333,2232.0
1574.0,1816.0,1834.0,1973.0,2181.0
930.0,1028.6666,1132.0,1339.0,2264.0
1611.3334,2074.0,2054.5715,2485.0,2568.0
368.16666,547.0,369.66666,3267.25,2034.4166
940.875,1043.5,1089.5,2039.5,2379.3333
745.0,1074.6666,867.5,3412.0,2707.5
371.5,508.0,347.66666,2806.0,1827.0
821.1667,955.0,2284.0,2570.0,3565.0
666.0,972.0,819.0,3407.6,2551.5
676.25,970.25,840.0,3408.0,2690.0
964.0,1116.0,1094.0,2084.6667,2220.0
3727.3333,4054.0,4044.5,3953.6,5132.6665
347.0,507.33334,339.0,3148.5,1881.3334
4103.0,4258.0,4281.6665,4114.4,5679.75
350.5,517.75,334.25,3076.3333,1916.5
696.5,1012.8,875.25,3308.0,2649.0
1222.0,1335.3334,1362.0,1384.75,1817.0
734.5,1035.2,954.75,3337.5,2742.5
389.0,612.0,384.0,3094.0,1864.4
995.0,1155.3334,1114.0,2227.3333,2151.2
952.3333,1032.0,1133.0,1332.0,2343.25
708.3333,1043.0,863.0,3172.8,2614.0
745.3333,1079.0,949.0,3280.6667,2728.6667
1285.0,1342.5,1418.6666,1584.2142,2243.5
893.25,1030.5,964.0,2195.3333,1992.5
1239.6,1303.0,1318.5,1413.3334,1803.6666
391.0,578.0,389.33334,3024.0,1926.0
1210.6666,1304.0,1283.0,1502.0,1736.25
4054.0,4330.0,4340.0,4248.0,5112.0
1107.5,1120.8334,1276.0,1584.5,2288.0
963.5,1115.3334,1041.0,2202.0,2084.8
744.6667,1080.0,916.5,3404.0,2608.5
1144.4,1203.3334,1202.0,1255.0,1642.1428
1074.5,1112.0,1148.6666,1497.0,2103.5
1143.3334,1242.0,1159.5,2192.0,2559.5417
390.66666,562.6667,368.0,2833.6667,1832.0
1184.5,1258.0,1284.3334,1395.0,1676.0
789.0,914.0,2220.0,2439.25,3986.25
910.0,1204.6666,1224.6666,2763.75,2705.1667
922.125,958.0,987.4,2194.5,2054.0
364.25,562.5,381.0,2918.0,2006.4
1284.0,1379.0,1414.0,1526.5,1900.0
1071.2,1096.0,1085.5,1156.5,1672.4
404.5,562.75,371.83334,3023.6667,1906.5834
717.0,1057.0,881.6667,3280.4,2642.6667
999.0,1104.1666,1166.5,1691.0,2365.5
1385.0,1454.1,1565.0,1972.0,2464.4167
1040.0,1051.0,1353.0,1560.6666,2434.6667
1017.25,1134.0,1218.8,1846.0,2216.5
1393.5,1391.8334,1485.3,1667.3334,2431.5
361.5,529.0,331.6,3178.0,1907.3334
1082.0,1174.6666,1282.0,1491.0,2282.1667
993.05,1052.0,1321.0,1718.0,2332.75
995.3333,1154.0,1122.0,2105.0,2185.0
350.75,519.5,321.33334,3041.5,2005.25
969.7143,1114.0,1088.0,2120.5,2217.5
350.0,542.0,323.0,3277.0,1975.3334
1030.5,1086.0,1090.0,1172.0,1427.3334
347.0,512.0,338.0,2786.6667,1722.0
747.0,1080.0,905.5,3399.3333,2776.0
936.1429,970.0,1100.6666,1722.0,2190.0
980.6667,1124.0,1058.0,2321.0,2115.0
906.0,1012.3333,2008.6666,2514.0,3340.5
1206.0,1336.5,1637.3334,1878.0,2296.5
3502.0,3733.3333,3729.3333,3635.0,5083.0
951.15,1017.6,1046.0,1830.3334,2179.0
1031.0,1082.0,1126.0,1498.0,2251.0
384.5,560.75,355.0,2857.0,1835.4
1016.8333,1081.0,1294.0,1534.0,2360.5
756.75,1110.8,939.1667,3298.0,2902.0
344.5,473.25,323.75,2410.6667,1732.3334
402.0,549.0,389.66666,2834.0,1845.75
1460.4,1537.5,1530.8,1608.5,1911.0
382.5,550.25,371.5,3013.3333,1941.25
964.5,928.0,1075.5,1359.0,2345.6667
862.0,1151.5,1166.0,3009.5,2933.375
418.33334,563.0,409.0,2886.0,1899.5
1151.5,1269.5,1359.5,2194.5,2308.6667
1365.3334,1462.0,1670.0,1766.6666,2519.5
388.0,616.0,385.25,3086.0,1942.75
388.25,531.0,355.0,3024.0,1925.5
403.91666,553.25,394.75,2806.5,1919.5
2135.0,2644.5,2550.0,2953.6,2391.5
742.8,1062.0,995.0,3244.0,2708.6667
1181.0,1302.0,1448.6666,1902.125,2498.5
926.0,1084.6666,1000.0,2127.1667,2151.5
389.0,588.5,396.33334,3219.0,1993.0
382.6,571.4,379.75,2853.3333,1883.5
731.0,1005.5,884.5,3340.5,2865.0
384.5,572.5,392.0,3023.3333,1990.0
862.0,1158.0,1127.0,2993.9167,2988.0
1063.5,1116.0,1244.0,1636.5,2275.0
1078.5,1124.0,1139.0,1225.0,1541.75
1356.0,1464.4,1478.0,1617.5,1811.5
915.0,974.0,1032.5,1969.0,2238.0
3530.0,3653.0,3688.0,3624.0,4829.5
1038.3334,1100.6666,1291.0,1650.75,2476.75
984.5,1108.0,1216.0,1597.55,2135.0
1078.3334,1223.0,1240.0,2194.6667,2055.6667
1552.5,1688.0,1689.5,1744.4,1688.3334
965.5,1066.3334,1164.0,1690.0,2156.0
