BLUE,GREEN,RED,NIR,SWIR,NDVI,NDBI,REI
402.25,603.5,398.0,2984.0,1864.2,0.7646363098758131,-0.2309723196237779,0.0021455616148285794
1414.0,1448.6666,1544.0,1687.2,2296.5,0.044317900470413486,0.1529482641765193,0.0001144346876167594
980.0,1138.5,1080.3334,2045.0,2172.3333,0.30866038164120346,0.030192847219355362,0.000530868905288501
610.0,737.0,1496.0,2362.0,3189.0,0.22446863659927424,0.148982165375608,0.0012139840990256254
380.25,552.5,356.14285,2774.0,1817.5,0.7724430691717471,-0.20831972122400086,0.002263406101150023
711.8,971.5,807.3333,3468.6667,2909.0,0.6223885406922358,-0.08775414682614258,0.0011150273126173935
1781.0,1802.0,1893.3334,2102.8,3127.0,0.05241731920160628,0.195839229033615,8.587769351195898e-05
803.375,1096.0,973.5,3206.6667,2902.0,0.5342291014375098,-0.04987450043722311,0.0009317386272839735
1705.0,1802.5,1887.0,1950.0,2133.75,0.01641907740422205,0.04499540863177227,7.364655664772897e-05
1522.6666,1682.0,1719.3334,1857.0,1839.0,0.03849378248683415,-0.00487012987012987,0.0001181620218736787
1264.3334,1312.1666,1517.25,1690.0,2585.9167,0.0538623431288487,0.20952622860964534,0.00019905720327200002
722.0,1049.3334,913.0,3278.0,2799.6667,0.5643044619422573,-0.07870344387262958,0.0010784837429968178
1003.0,1064.0,1355.0,1476.0,2139.75,0.04274108089014483,0.1835718730553827,0.0003191839687321176
1523.0,1682.6666,1754.6666,1895.75,1833.75,0.03864857506948659,-0.016624212360906287,0.0001290183907019535
1603.0,1665.0,1757.5,1956.5,2907.0,0.05358104469574582,0.1954353860388609,0.00011264325768762352
3667.3333,3884.4,3953.0,3834.5,5132.6665,-0.01521669341894061,0.14476886316318544,1.1884262580938326e-05
1148.0,1158.6666,1318.6666,1496.0,2250.0,0.06300334114171817,0.201281366791244,0.00020245458734170145
391.0,584.0,393.5,2864.8333,1949.6666,0.7584654706748386,-0.19008551646246785,0.0022028504187988447
386.33334,610.0,370.75,2830.0,1800.6,0.7683355463563227,-0.22230380512244632,0.0022293109400208606
389.0,612.0,384.0,3094.0,1864.4,0.7791834387579069,-0.24798322039367537,0.0022417250924038254
1112.0,1122.0,1343.75,1768.5,2319.5,0.13647682544782713,0.13478473581213307,0.0003335296916361778
1317.5,1366.0,1607.3334,1783.3334,2634.3333,0.051907194183751705,0.19263560557884546,0.00019811526802363262
1368.0,1565.3334,1510.0,2185.3333,2081.0,0.18275301445745093,-0.024455027927611696,0.00027319834349554537
1096.6666,1144.0,1258.0,1286.0,1736.6666,0.0110062893081761,0.14909570245028017,0.000134126877952014
1191.3334,1300.0,1337.0,1473.0,1804.0,0.048398576512455514,0.10100701861458651,0.00016037434471948206
1126.0,1206.0,1576.0,1782.0,2392.75,0.06134603930911257,0.14629618540032338,0.00032664214858831833
1249.0,1365.6,1468.0,1685.5,2279.5,0.0689709846202632,0.1498108448928121,0.0002071788786710175
1458.0,1524.0,1728.0,1896.0,2649.0,0.046357615894039736,0.16567656765676567,0.00015833629762018376
685.75,987.5,817.0,3499.1667,2728.5,0.6214233338114583,-0.12374886729246448,0.0011707677752730002
760.5,855.25,1692.0,2221.0,2260.5,0.1351903910043445,0.008814013165234854,0.0008635412641759271
1719.0,1833.0,1866.0,2188.0,2072.0,0.07942772570300938,-0.027230046948356807,0.00012462267760724458
1579.0,1709.0,1796.0,1865.2858,2117.2,0.018923898265467313,0.06325551744591273,9.713982935151145e-05
714.6667,1019.0,868.0,3116.0,2621.0,0.5642570281124498,-0.08628202893498343,0.001076822656156045
1112.0,1174.0,1193.5,1256.0,1727.75,0.025515411308430293,0.15810640971931295,0.00010300959706079283
390.125,582.5,425.33334,2834.0,1961.3334,0.739005928126394,-0.18198246653715466,0.0022047714000179982
715.4,1073.5,921.0,3346.875,2677.8,0.5684034794833495,-0.11105578309203398,0.0010974991150377888
949.6667,1026.0,1189.3334,1291.0,1797.3334,0.04098908638653175,0.16395036882999742,0.0002781148223528779
1258.6666,1437.3334,1732.0,1977.7142,2701.0,0.06623534503008342,0.15459072067278656,0.0002886280232940081
755.5,1111.3334,899.0,3361.3333,2723.0,0.5779672919017861,-0.10491425576570564,0.0010247693305544463
365.0,529.6,363.0,2574.0,1765.25,0.7528089887640449,-0.18638013481592441,0.002344801525129394
3598.6667,3862.5,3851.0,3826.5,5483.5,-0.003191142950179095,0.17798066595059076,1.6540673629764045e-05
397.25,576.5,379.0,3274.6667,2074.8,0.7925371791575844,-0.22429650791171385,0.0022063777632933494
1353.3334,1455.0,1448.0,1528.8,1642.1428,0.02714324106423003,0.035744195701038865,8.474580274467741e-05
1713.0,1814.5,1908.0,1991.6666,2153.5,0.021454808470036904,0.03904147061302674,8.163144060806237e-05
2918.0,3112.0,3091.0,3032.5,4741.5,-0.009553360006532213,0.21983534859789042,1.2935123577030496e-05
1207.2,1281.3334,1309.5,1446.0,1541.75,0.04953728905824714,0.032047527403564556,0.0001366869957091273
1091.0,1082.0,1228.5,1526.0,2431.5,0.10800508259212198,0.22880606443461782,0.0002610430198896778
1666.0,1838.3334,1872.6666,2192.2856,2007.75,0.0786279848505968,-0.04393667520341974,0.000144008708699418
3603.5,3774.0,3872.0,3779.3333,5023.0,-0.012111183288800165,0.14128829909224186,1.2907463420975993e-05
1405.5,1485.6666,1567.6666,1749.3334,2410.5,0.05476840518540849,0.15894064411329553,0.0001397448259455474
1647.0,1705.3334,1933.5,2168.5,3017.0,0.05728912725499756,0.16362935107511328,0.0001459276803123272
875.0,983.3333,1066.0,1493.0,1732.3334,0.16686205549042596,0.07420423575435643,0.00047252475020414906
1329.3334,1420.6,1614.25,1853.0,2635.0,0.06885860552310909,0.17424242424242425,0.0002124315220948264
2039.0,2458.0,2409.0,2746.5,2449.3333,0.06546406750072738,-0.057193270615514206,0.0001262747953723634
1693.0,1744.0,2068.0,2163.0,2797.25,0.02245332072796029,0.1278665389849302,0.00012827083814348977
384.66666,572.0,394.33334,3096.0,2102.75,0.7740425904420922,-0.19105554219764367,0.0022707528381911406
1444.0,1499.0,1591.3334,1827.2,2381.8572,0.06899642987252956,0.13177706399428352,0.00014513480265908774
1175.5,1286.3334,1289.2,1428.0,1724.2,0.051081996172530536,0.09396611890108497,0.00015029386170107653
979.5,1140.0,1084.0,2042.25,2086.0,0.30651739304278286,0.0105977108944468,0.0005307311898959568
1562.0,1678.0,1738.0,1893.0,2006.4,0.04268796474800331,0.029081397138021256,0.00011187122709216938
709.3333,994.0,843.5,3181.6667,2641.6667,0.5808869232670538,-0.09273039390119754,0.0010939316277309718
1208.6666,1318.4,1333.0,1462.0,1813.4,0.046153846153846156,0.10728460646027968,0.0001432449729295039
862.0,1158.0,1127.0,2993.9167,2988.0,0.45303432122275133,-0.0009890976917148009,0.0008251249569437804
718.625,835.3333,1593.0,2284.0,2125.375,0.1782305906628837,-0.03597448618001418,0.0009523926860378912
582.3333,615.375,1490.0,1747.0,2720.0,0.07939450108124807,0.21781956570405195,0.0011428572408724049
645.2,872.0,1385.3334,2918.0,2337.3333,0.3561579960316345,-0.110490936892623,0.0012053383634254265
1050.0,1059.3334,1094.0,1172.0,1642.1428,0.03442188879082083,0.16706430107242606,9.904430365359823e-05
1481.0,1678.0,1748.6666,1886.0,1960.5,0.03778431837462066,0.01936825685688288,0.00014489891422413609
1265.3334,1322.4,1418.0,1812.5,2172.0,0.12211731930041789,0.09022462040406576,0.00023839300194534487
1095.2,1142.6666,1433.2,1590.0,2655.0,0.05186557290288435,0.2508833922261484,0.00028388521123285813
760.0,1077.6,971.0,3338.6667,2728.6667,0.5493851067415493,-0.10053840126866935,0.0010149332713864883
1043.6666,1100.0,1285.2,1341.5,1850.0,0.021433738150531068,0.15932946890177033,0.00021252254724904074
2570.0,2636.0,2606.0,2685.0,3332.0,0.014931014931014931,0.10752866877181319,1.6659097641868513e-05
1396.5,1517.5,1678.0,1880.8,2825.3333,0.056985500730583324,0.20070262353172189,0.00018425532012031573
1141.3334,1258.0,1463.6,1788.0,2724.75,0.09976626891376557,0.20757852750540137,0.000316606656114436
728.75,1048.0,841.25,3266.25,2615.8,0.5903834449178332,-0.11058219498304159,0.0010645903483871915
1128.0,1158.6666,1289.3334,1521.0,2431.5,0.08243384930770137,0.2303605313092979,0.000228859736933594
979.0,1130.6666,1105.5,2026.6666,2084.8,0.294098851574498,0.014139334124713592,0.0005274905852893654
357.0,497.0,339.75,2570.0,1656.8,0.7664747830569637,-0.21604996687801648,0.002405277916657609
700.0,1028.0,824.0,3314.6667,2654.0,0.6018041269184591,-0.11068915943991314,0.0011252744357156514
1061.0,1144.75,1135.0,1554.5,1797.0,0.15597694738799034,0.07235566164403998,0.0002989316600429226
926.0,1084.6666,1000.0,2127.1667,2151.5,0.36044343270859214,0.005687122112128945,0.0006091468797103691
1269.3334,1333.0,1463.0,1713.5,2654.7083,0.07886038092239887,0.21546781548856078,0.00020405351119823104
694.75,1046.0,922.5,3508.0,2864.5,0.5835684459993229,-0.10098077677520596,0.001152644886222795
4054.0,4330.0,4340.0,4248.0,5112.0,-0.01071262226362366,0.09230769230769231,1.1262281111180774e-05
1628.0,1790.3334,1770.5,2155.0,2160.5,0.09794930582091453,0.0012744757270304716,0.0001501212791928204
985.0,1050.0,1114.6666,1573.0,1974.75,0.17053208906193945,0.11324078641392432,0.00037911562897732917
720.1667,1052.75,894.0,3248.0,2746.5,0.5683244809270883,-0.083660021686546,0.0010791870995445073
1337.0,1446.0,1480.0,1582.0,1739.3334,0.033311561071195296,0.0473705530435457,0.00011574533380954271
1443.0,1606.0,1659.3334,2134.6667,2089.3333,0.12528552648166777,-0.010732339015151618,0.0002243879850455281
968.5,1252.0,1289.0,2774.0,2943.1667,0.36549347772581836,0.02958925441163019,0.000671341079567025
2082.0,2137.3333,2070.0,2148.0,2149.0,0.01849217638691323,0.00023272050267628578,1.4750963506116286e-05
1276.6666,1370.0,1370.0,1444.6666,1885.3334,0.026527688927704622,0.13233237237237236,9.101733342280813e-05
3815.3333,4012.5,4071.0,3949.0,5287.75,-0.015211970074812968,0.1449373426800552,8.869309203358873e-06
1483.0,1594.0,1678.0,1828.6666,2653.6667,0.042965761273113336,0.18405594693281738,0.00012737640406471027
661.3333,1029.6,792.0,3218.8,2560.6667,0.6050663209334797,-0.11387439951855763,0.0011996081410818558
614.0,652.5,1618.0,1898.0,3427.0,0.07963594994311718,0.28713615023474176,0.0011000025700994627
361.5,521.5,332.33334,2770.0,1732.3334,0.7857526554512675,-0.23047306980864637,0.0023986057512759866
1101.3334,1159.6666,1162.0,1253.2,1477.0,0.03776084796290165,0.0819720167020731,0.00010993321202863456
1206.0,1265.0,1498.0,1638.0,2318.25,0.044642857142857144,0.1719431279620853,0.0002185056037582964
1339.5,1484.0,1447.5,1755.0,2005.0,0.09601873536299765,0.06648936170212766,0.0001766147980247197
437.75,567.25,439.33334,2651.0,1919.5,0.7156725235343058,-0.16004813477737664,0.001902845886248376
1581.75,1618.6666,1608.6666,1782.0,1867.625,0.05112074422179992,0.023461314518614926,7.099904430499913e-05
1015.0,1074.6666,1414.0,1549.0,1894.5,0.04556193047586905,0.10033396253811529,0.0003393095875927065
992.5,1051.0,1445.0,1674.0,2548.5,0.07342096825905739,0.20710479573712257,0.0004097722411926026
344.5,473.25,323.75,2410.6667,1732.3334,0.7632036112125852,-0.16372997432464464,0.0024807336481254935
726.8333,1039.3,1021.5,3218.6667,2858.0,0.5181793206385024,-0.0593527204643296,0.0010636801978362537
1332.0,1387.0,1720.6666,1925.6,3127.0,0.05620362482545843,0.23777856944939238,0.00023125847934771395
1469.3334,1532.0,1657.3334,1956.0,2728.25,0.08265680659304786,0.16486097027272242,0.00016921812101576686
731.75,1046.5,871.5,3288.0,2629.0,0.5809592499098449,-0.11137400709819165,0.001061000746280427
1286.0,1381.3334,1527.5,1638.3334,2279.3333,0.03500923327171922,0.1636177727931781,0.00016709866597563447
2135.0,2644.5,2550.0,2953.6,2391.5,0.07333381786467037,-0.1051617369179248,0.0001297534196826015
949.0,1024.0,1077.0,1359.3334,2127.0,0.11588455011945409,0.22019311176607492,0.000317751255679322
1485.3334,1572.6666,1632.0,1700.0,1750.75,0.02040816326530612,0.014706947764978627,8.495702955220902e-05
1640.6666,1736.0,2039.5,2280.0,3124.0,0.05567774047922213,0.15618060695780903,0.00017080775473224115
826.2,1046.0,968.75,3125.5,2741.0,0.5267753556817488,-0.06554163470553141,0.000889335462612249
1480.0,1660.0,1720.0,1767.0,1779.0,0.01347863492973903,0.00338409475465313,0.0001096706174837892
1175.3334,1249.0,1301.0,1494.0,2217.5,0.06905187835420394,0.19493466253536307,0.00018132409601006466
1454.0,1596.0,1656.0,1751.0,1813.4,0.02788376871147637,0.017506452698911483,0.0001165755061908659
979.3333,1078.6666,1316.0,1573.6666,2214.0,0.08916827982854493,0.1690574877947283,0.0003852508288569103
1439.0,1526.8334,1604.6666,1645.3334,1806.1111,0.012512861538461529,0.04658272789842053,8.708695959939386e-05
916.5,1208.6666,1187.0,3124.5,2692.3333,0.449379566276238,-0.0742958716042284,0.0007702158775921859
1392.5,1509.0,1556.6666,1655.0,1825.2,0.030617561611158514,0.04890523533130282,0.00011382150836262883
1397.0,1452.6666,1576.0,1882.5,2554.0,0.08862223507300852,0.1513580525188775,0.00018447906039171876
740.6667,1090.0,874.0,3338.0,2694.0,0.5849952516619183,-0.10676392572944297,0.00104913788782865
1059.0,1083.0,1110.0,1303.2,2137.5,0.08005967180507213,0.24247972796233325,0.00017677820633100528
984.0,1064.0,1240.0,1449.5,2164.0,0.07789551961331102,0.1977307319773073,0.00032603575887361826
1354.5,1494.0,1732.0,1893.5,2029.25,0.044545579920011034,0.03460582499522019,0.0002100022432057797
1325.0,1448.0,1508.6666,1624.0,1790.0,0.03681636596757535,0.04862331575864089,0.00013884864290543804
724.5,1059.0,922.25,3396.6667,2747.0,0.5729253124979234,-0.10574575928736503,0.001084359271881087
1080.6666,1001.75,1139.0,1513.3334,2389.8,0.14113361465040555,0.2245546104060907,0.0002643172667172256
742.0,1042.0,902.3333,3240.6667,2750.5,0.5644058411778905,-0.08181489925826972,0.00103773185580629
739.0,1087.0,955.5,3292.0,3036.1667,0.550088287227781,-0.04042771186795692,0.0010479951397326852
938.6667,972.0,1001.0,1160.0,1445.0,0.07357704766311893,0.10940499040307101,0.00020305558233096614
1016.0,1052.3334,1363.3334,1580.5,2372.5,0.0737700034247862,0.2003541613964078,0.00035119513664725916
3540.0,3653.3333,3724.6667,3763.0,5319.0,0.005119525419046735,0.17132790134331646,1.6735732206670832e-05
1888.0,1877.5,2133.3333,2200.0,3040.0,0.015384623195266381,0.16030534351145037,7.507579768035036e-05
980.0,1071.5,1684.0,1813.5,2157.3333,0.037026447462473196,0.08658970901649278,0.0004685101853889464
1202.0,1269.0,1545.3334,1913.3334,2538.25,0.10639937909023212,0.1403807463205115,0.00030904158385172307
1897.0,1948.0,1916.0,2132.5,2081.0,0.05347659627022354,-0.012222617776195563,5.81842798676215e-05
1276.0,1324.0,1351.0,1510.0,1736.25,0.055574973785389725,0.06969580284944166,0.0001213523002484092
1217.0,1401.2,1580.0,1782.0,2485.0,0.060083283759666865,0.1647527536911179,0.0002603115629935553
3855.0,4081.0,4050.0,3945.0,5372.3335,-0.013133208255159476,0.15319120003593298,5.916412918290394e-06
363.2,546.5,395.0,3244.5,2052.0,0.7829372166506389,-0.22514868309260833,0.00243837647270094
349.0,506.0,313.0,3147.0,1947.3334,0.8190751445086705,-0.23549039801753063,0.002540287802442235
399.0,560.5,385.33334,3200.0,1899.5,0.7850502012178314,-0.25502500245122073,0.00218828125
1130.0,1054.0,1159.6666,1533.75,2123.75,0.13888805764396045,0.16131237183868763,0.00023275303605798506
1236.0,1464.0,1800.0,1903.0,2038.6666,0.027815284904131786,0.03441858831997613,0.00028334616958034604
744.6667,1080.0,916.5,3404.0,2608.5,0.5757435482004397,-0.13230769230769232,0.0010477036854485095
941.5,986.25,1087.0,1533.0,1942.5,0.17022900763358778,0.11782477341389729,0.0004093843489214297
870.75,986.6667,1386.6666,1511.5,1880.0,0.04307323119381749,0.10865398791095386,0.00048628235055948556
772.5,1092.0,919.0,3366.0,2873.5,0.5710618436406067,-0.07893260677938937,0.0009961203732830031
1609.0,1583.3334,1735.5,1982.0,2572.0,0.06630800268997983,0.12955643390426,0.0001168905240330678
909.5,1180.0,1187.0,2887.0,2736.6667,0.4172803141875307,-0.026732256376431375,0.0007522977417562529
1121.0,1178.0,1208.0,1521.75,1872.5,0.11493726531733675,0.10333652500552405,0.00023471311848663774
1122.0,1191.3334,1289.0,1563.0,2018.3334,0.09607293127629733,0.1271407459579161,0.000251246404356305
1582.5,1664.3334,1672.0,1921.3334,2752.5,0.06938777236757379,0.17783402378013732,0.00011136928039453411
3019.2,3128.5,3180.0,3100.4,5243.0,-0.012674351952104947,0.25680178344559773,8.671667111598686e-06
1012.6667,1075.0,1369.0,1702.0,2450.5,0.10843373493975904,0.1802528597230584,0.00039955311719003223
358.0,491.0,330.0,2416.0,1665.0,0.7596504005826656,-0.18402352364616514,0.00237276098064897
827.25,951.1667,2367.6667,2614.8,3930.5,0.04960059241339233,0.20101446839717046,0.0008253882413793438
3799.3333,3960.0,3977.6667,3949.0,5023.0,-0.0036164886307128593,0.11970575122603656,9.97278283684588e-06
1183.5,1219.0,1350.0,1443.25,2077.0,0.033384050836838805,0.18002982742702933,0.00015194238005673637
1288.0,1340.0,1529.0,1689.3334,2579.0,0.04981876644601208,0.20843418651410878,0.0001843049579996274
357.0,536.0,341.5,2740.0,1800.6,0.7783546973876359,-0.20688895740651014,0.0024293520368633527
934.5,1079.6666,1058.0,1786.0,1975.8334,0.2559774964838256,0.05046300030192724,0.0005096351873919307
4073.0,4201.6,4180.0,4114.0,4973.0,-0.007957559681697613,0.09453064817871684,2.446237078796757e-06
1379.5,1747.0,2632.0,3141.6,3224.0,0.08826382153249271,0.01294457710192285,0.0004062966597853787
1485.25,1583.0,1590.0,1855.1666,1860.0,0.07696771471080674,0.0013009914548650343,0.00013416184940030835
758.0,1084.0,910.8333,3316.0,2902.0,0.5690233158710091,-0.06658089417819235,0.0010163522252471747
843.6667,1009.0,1843.1666,2039.5,2560.0417,0.0505666389176964,0.11317251455726562,0.0006941631581369422
